course_title,url,price,reviews,duration,Lectures,course level,subject
JavaScript programming: JavaScript for beginners,https://www.udemy.com/learn-javascript-online/,55,223,5 hours,74,Beginner Level,Web Development
JSON in Action: Build JSON-Based Applications,https://www.udemy.com/json-in-action/,50,171,3.5 hours,37,All Levels,Web Development
Learn Ruby Programming The Easy Way,https://www.udemy.com/learn-ruby-programming-the-easy-way/,35,22,2 hours,19,All Levels,Web Development
Learn OAuth 2.0 - Get started as an API Security Expert,https://www.udemy.com/learn-oauth-2/,95,283,3.5 hours,45,All Levels,Web Development
AngularJS For .Net Developers From Scratch,https://www.udemy.com/angularjs-for-dotnet-developers-from-scratch/,50,303,4.5 hours,40,Intermediate Level,Web Development
"Jekyll: make fast, secure static sites and blogs with Jekyll",https://www.udemy.com/static-website-generator-fast-secure-sites-blogs-with-jekyll/,45,86,2.5 hours,29,Beginner Level,Web Development
HTML and CSS BootCamp for Beginners,https://www.udemy.com/html-and-css-bootcamp-for-beginners/,30,35,6.5 hours,48,Beginner Level,Web Development
Hosting Django: Amazon Web Services (AWS) Fundamentals,https://www.udemy.com/django-tutorial-amazon-web-services/,45,103,5.5 hours,46,All Levels,Web Development
Angular Advanced MasterClass & FREE E-Book,https://www.udemy.com/angular-advanced-masterclass/,150,9,6.5 hours,72,Intermediate Level,Web Development
Learn Responsive Web Development from Scratch,https://www.udemy.com/learn-responsive-web-development-from-scratch/,0,2692,4.5 hours,24,All Levels,Web Development
Build WordPress Plugin to extend Beaver Builder,https://www.udemy.com/build-wordpress-plugin-to-extend-beaver-builder/,50,26,2 hours,17,Intermediate Level,Web Development
Coding Made Easy: A Beginners Guide To JavaScript,https://www.udemy.com/coding-made-easy-a-beginners-guide-to-javascript/,40,33,1 hour,16,Beginner Level,Web Development
The Complete Developers Guide to MongoDB,https://www.udemy.com/the-complete-developers-guide-to-mongodb/,150,1286,13.5 hours,129,All Levels,Web Development
Electron for Desktop Apps: The Complete Developer's Guide,https://www.udemy.com/electron-react-tutorial/,50,241,8 hours,77,Beginner Level,Web Development
Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),https://www.udemy.com/vuejs-2-the-complete-guide/,190,4675,18 hours,329,All Levels,Web Development
"React JS, Angular & Vue JS - Quickstart & Comparison",https://www.udemy.com/angular-reactjs-vuejs-quickstart-comparison/,160,288,8 hours,142,Beginner Level,Web Development
The Complete JavaScript Course: Build a Real-World Project,https://www.udemy.com/the-complete-javascript-course/,195,4340,17.5 hours,113,All Levels,Web Development
Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,https://www.udemy.com/angular-2-and-nodejs-the-practical-guide/,150,3166,8.5 hours,111,All Levels,Web Development
Angular 2 with TypeScript for Beginners: The Pragmatic Guide,https://www.udemy.com/angular-2-tutorial-for-beginners/,150,8341,9.5 hours,194,All Levels,Web Development
Meteor and React for Realtime Apps,https://www.udemy.com/meteor-react-tutorial/,140,1384,9 hours,111,All Levels,Web Development
The Web Developer Bootcamp,https://www.udemy.com/the-web-developer-bootcamp/,200,27445,43 hours,342,All Levels,Web Development
AngularJS JumpStart with Dan Wahlin,https://www.udemy.com/angularjs-jumpstart/,75,2144,10 hours,113,All Levels,Web Development
The Complete Web Developer Course 2.0,https://www.udemy.com/the-complete-web-developer-course-2/,200,22412,30.5 hours,304,All Levels,Web Development
Ultimate Web Designer & Developer Course: Build 23 Projects!,https://www.udemy.com/web-developer-course/,200,4434,32.5 hours,246,All Levels,Web Development
ExpressJS Fundamentals,https://www.udemy.com/expressjs-fundamentals/,0,914,1 hour,9,Beginner Level,Web Development
REST WCF Service in ASP.NET,https://www.udemy.com/rest-wcf-service-in-aspnet/,0,561,41 mins,5,All Levels,Web Development
Projects in Node.js - Learn by Example,https://www.udemy.com/projects-in-nodejs/,195,99,5 hours,38,All Levels,Web Development
Building Data Visualizations with D3 and Angular 2,https://www.udemy.com/building-data-visualizations-with-d3-and-angular-2/,125,30,3.5 hours,31,Beginner Level,Web Development
Learn Object Oriented PHP By Building a Complete Website,https://www.udemy.com/learn-object-oriented-php-by-building-a-complete-website/,0,2618,4.5 hours,32,All Levels,Web Development
Web Programming Course : Asp.Net MVC,https://www.udemy.com/mvc-course/,100,76,3.5 hours,26,All Levels,Web Development
Learn Spring Framework Practically - Hands On Recipies,https://www.udemy.com/learn-spring-framework-practically-hands-on-recipies/,145,50,5.5 hours,48,All Levels,Web Development
One-stop Ruby on Rails: Build Web Applications from Scratch,https://www.udemy.com/build-etsy-yelp-craigslist-and-a-web-scraper-from-scratch/,145,162,18.5 hours,129,All Levels,Web Development
Learn what's new in PHP 7,https://www.udemy.com/php7-new-features/,0,271,3.5 hours,26,Intermediate Level,Web Development
Dive Into Docker: The Docker Course for Developers,https://www.udemy.com/dive-into-docker-the-complete-docker-course-for-developers/,0,313,1.5 hours,22,Beginner Level,Web Development
"Basic Concepts of Web Development, HTTP and Java Servlets",https://www.udemy.com/web-application-and-java-servlet-concepts/,35,59,1 hour,10,Beginner Level,Web Development
The Most Comprehensive Web Development Course,https://www.udemy.com/comprehensive-web-developer-course/,200,22,42 hours,353,All Levels,Web Development
Learn and Understand AngularJS,https://www.udemy.com/learn-angularjs/,175,11580,7 hours,55,All Levels,Web Development
JavaScript: Understanding the Weird Parts,https://www.udemy.com/understand-javascript/,175,16976,11.5 hours,85,All Levels,Web Development
Webpack 2: The Complete Developer's Guide,https://www.udemy.com/webpack-2-the-complete-developers-guide/,75,1893,5.5 hours,56,All Levels,Web Development
Build Responsive Real World Websites with HTML5 and CSS3,https://www.udemy.com/design-and-develop-a-killer-website-with-html5-and-css3/,195,7106,12 hours,77,All Levels,Web Development
ES6 Javascript: The Complete Developer's Guide,https://www.udemy.com/javascript-es6-tutorial/,80,2709,6.5 hours,68,Beginner Level,Web Development
Learn and Understand NodeJS,https://www.udemy.com/understand-nodejs/,195,11123,13 hours,98,All Levels,Web Development
Understanding TypeScript,https://www.udemy.com/understanding-typescript/,110,1560,7 hours,137,All Levels,Web Development
Advanced React and Redux,https://www.udemy.com/react-redux-tutorial/,140,3326,12 hours,119,Intermediate Level,Web Development
Modern React with Redux,https://www.udemy.com/react-redux/,180,15117,26.5 hours,150,All Levels,Web Development
Angular Styling & Animations (for Angular 2 and Angular 4),https://www.udemy.com/angular-styling-animations-for-angular-2-and-angular-4/,120,307,6 hours,107,Intermediate Level,Web Development
The Complete ASP.NET MVC 5 Course,https://www.udemy.com/the-complete-aspnet-mvc-5-course/,190,6357,7.5 hours,138,All Levels,Web Development
GraphQL with React: The Complete Developers Guide,https://www.udemy.com/graphql-with-react-course/,150,987,13 hours,114,Intermediate Level,Web Development
"Create a Simple Photo Gallery with Dropzonejs, Slick and PHP",https://www.udemy.com/create-a-simple-photo-gallery-with-dropzonejs-slick-and-php/,0,17,44 mins,9,All Levels,Web Development
WordPress in under an hour - Create/manage your own website!,https://www.udemy.com/learn-wordpress-in-57-minutes/,0,86,1 hour,15,All Levels,Web Development
Twitter Bootstrap 2 for Beginners,https://www.udemy.com/twitter-bootstrap/,20,139,1 hour,12,Beginner Level,Web Development
Bootstrap Tutorial - Essentials From Basic to Advanced,https://www.udemy.com/bootstrap-tutorial-essentials-from-basic-to-advanced/,195,23,7.5 hours,62,All Levels,Web Development
Create an Engaging Website with Twitter Bootstrap 2.x,https://www.udemy.com/create-an-engaging-website-with-twitter-bootstrap/,20,56,1 hour,24,All Levels,Web Development
Javascript :basics for beginners,https://www.udemy.com/learn-javascript-fast/,30,22,37 mins,12,Beginner Level,Web Development
CSS Tutorial For Beginners: Style Your Wordpress Templates,https://www.udemy.com/css-tutorial-for-beginners-style-your-wordpress-templates/,35,22,3.5 hours,47,Beginner Level,Web Development
HTML5 And CSS3 - Build Modern Responsive Websites,https://www.udemy.com/html5-and-css3-build-modern-responsive-websites/,175,17,9.5 hours,69,All Levels,Web Development
PSD to HTML5/CSS3 using Twitter Bootstrap 3! ,https://www.udemy.com/psd-to-html5css3-using-twitter-bootstrap-3/,95,24,2 hours,16,All Levels,Web Development
Web Development: Make A Website That Will Sell For Thousands,https://www.udemy.com/web-development-by-doing-html5-css3-complete-from-scratch/,50,62,7.5 hours,51,All Levels,Web Development
WordPress Basics to Business: Share and Sell your Expertise,https://www.udemy.com/wordpress-basics-to-business/,50,10,3.5 hours,45,Beginner Level,Web Development
PHP Zend Framework 2:Creating a CRUD Application,https://www.udemy.com/zend-framework-2creating-a-crud-application/,40,6,38 mins,9,All Levels,Web Development
JavaScript Fundamentals,https://www.udemy.com/javascriptfundamentals/,0,71,5 hours,100,All Levels,Web Development
Building a Website With Jekyll,https://www.udemy.com/building-a-website-with-jekyll/,20,19,3 hours,21,All Levels,Web Development
Big Data and Apache Hadoop for Developers - Fundamentals,https://www.udemy.com/learn-big-data-and-apache-hadoop-for-developers-online/,30,89,3 hours,9,Intermediate Level,Web Development
Wordpress Development : Create a Custom Wordpress Website,https://www.udemy.com/create-local-server-and-install-wordpress/,120,3,1.5 hours,13,All Levels,Web Development
How to Make a Wordpress Website 2017,https://www.udemy.com/how-to-wordpress/,0,137,34 mins,10,Beginner Level,Web Development
RESTful Services with ASP.NET Web API,https://www.udemy.com/restful-services-with-aspnet-web-api/,85,59,2 hours,34,All Levels,Web Development
Web Hosting Fundamentals,https://www.udemy.com/web-hosting-fundamentals/,20,19,37 mins,8,All Levels,Web Development
Learning Path: React: Make Stunning React Websites,https://www.udemy.com/learning-path-react-make-stunning-react-websites/,200,5,6.5 hours,53,Expert Level,Web Development
Administering Microsoft SQL Server 2012 Databases - 70-462,https://www.udemy.com/administering-microsoft-sql-server-2012-databases-70-462/,60,65,5.5 hours,98,All Levels,Web Development
PHP CodeIgniter:CRUD concepts in MVC,https://www.udemy.com/codeignitercrud-concepts-in-mvc/,40,4,35 mins,6,All Levels,Web Development
Adobe Experience Manager CMS Basics,https://www.udemy.com/adobe-experience-manager-basics/,35,14,1 hour,33,Beginner Level,Web Development
Introduction to Frontend Web Development For  Beginners,https://www.udemy.com/programming-for-web-development-from-scratch/,145,28,4.5 hours,48,Beginner Level,Web Development
PHP: Complete Login and Registration System with PHP & MYSQL,https://www.udemy.com/user-authentication-code-a-simple-login-system-with-php/,200,173,7.5 hours,48,All Levels,Web Development
JavaScript Complete Guide to learning JavaScript,https://www.udemy.com/javascript-complete-guide-to-learning-javascript/,200,22,5.5 hours,72,Beginner Level,Web Development
Advanced Scalable Python Web Development Using Flask,https://www.udemy.com/advanced-python-flask/,120,56,14 hours,71,Intermediate Level,Web Development
jQuery for Absolute Beginners - Lite,https://www.udemy.com/jquery-for-absolute-beginners-lite/,20,49,35 mins,7,All Levels,Web Development
HTML Complete Course - Beginner to Expert,https://www.udemy.com/the-complete-html-developer-course/,0,615,1.5 hours,28,All Levels,Web Development
Cross-Platform Development with ASP.NET Core 1.0 MVC,https://www.udemy.com/crossplatformaspnetcoremvc/,35,126,5.5 hours,64,All Levels,Web Development
Build a Photo Blog with Ruby on Rails,https://www.udemy.com/build-a-photo-blog-with-ruby-on-rails/,20,32,1.5 hours,21,Intermediate Level,Web Development
Practical PHP: Master the Basics and Code Dynamic Websites,https://www.udemy.com/code-dynamic-websites/,0,4598,6.5 hours,45,All Levels,Web Development
Sass Workflow,https://www.udemy.com/sass-workflow/,0,945,3 hours,21,Beginner Level,Web Development
Learn PHP Fundamentals From Scratch,https://www.udemy.com/learn-php-fundamentals-from-scratch/,0,1236,2 hours,9,Beginner Level,Web Development
XML For Absolute Beginners: Learn to create your own tags,https://www.udemy.com/xml-for-absolute-beginners-learn-to-create-your-own-tags/,75,58,1 hour,10,Beginner Level,Web Development
Joomla: Create a Joomla Website This Weekend With NO CODING!,https://www.udemy.com/joomla-create-a-joomla-website-this-weekend-with-no-coding/,0,386,2 hours,30,Beginner Level,Web Development
JavaScript for beginners - A Complete Guide,https://www.udemy.com/javascript-a-complete-guide/,100,87,10.5 hours,58,All Levels,Web Development
Laravel Deployment - Launch your Laravel Application Online,https://www.udemy.com/laravel-deployment/,0,101,1 hour,13,Intermediate Level,Web Development
WordPress Development Crash Course: From Zero To Hero,https://www.udemy.com/wordpress-development-crash-course/,60,8,2 hours,22,All Levels,Web Development
Learn how to create a WordPress theme using Pinegrow,https://www.udemy.com/learn-how-to-create-a-wordpress-theme-using-pinegrow/,0,152,2 hours,19,Intermediate Level,Web Development
Learn to Build Web Apps using Laravel Framework,https://www.udemy.com/learn-to-build-web-apps-using-laravel-framework/,30,93,6.5 hours,39,All Levels,Web Development
Flexbox: The complete guide,https://www.udemy.com/flexbox-the-complete-guide/,35,7,1 hour,16,All Levels,Web Development
How to Safely Copy and Move Your WordPress Website,https://www.udemy.com/how-to-safely-copy-and-move-your-wordpress-website/,60,38,1.5 hours,20,Intermediate Level,Web Development
AngularJs :basics for beginners,https://www.udemy.com/angularjs-basics-for-beginners/,45,16,1 hour,14,All Levels,Web Development
JSON For Beginners: A Very Basic Introduction,https://www.udemy.com/json-for-beginners-a-very-basic-introduction/,65,27,1 hour,8,Beginner Level,Web Development
Learn SASS and improve your CSS,https://www.udemy.com/write-clean-css-using-sass/,55,29,3 hours,24,All Levels,Web Development
Angular Tutorial For Beginners,https://www.udemy.com/angular-tutorial-for-beginners/,0,112,2.5 hours,36,Beginner Level,Web Development
HTML and CSS for Absolute Beginners,https://www.udemy.com/html-and-css-for-absolute-beginners-with-examples/,0,52,3 hours,26,All Levels,Web Development
"JavaScript, jQuery and Ajax",https://www.udemy.com/ajax-calls-the-simplest-way/,20,30,4 hours,60,All Levels,Web Development
Laravel Blog Development Starter,https://www.udemy.com/laravel-blog-development/,0,138,2 hours,20,All Levels,Web Development
React: Learn ReactJS Fundamentals for Front-End Developers,https://www.udemy.com/react-fundamentals-frontend-developers/,55,55,4 hours,26,All Levels,Web Development
JavaScript For Absolute Beginners - Level Two,https://www.udemy.com/javascript-for-absolute-beginners-level-two/,30,85,1 hour,9,Intermediate Level,Web Development
How To Create A Real Estate Website With Wordpress 2017,https://www.udemy.com/how-to-create-a-real-estate-website-with-wordpress-2017/,0,32,1.5 hours,11,Beginner Level,Web Development
The Complete HTML5 and CSS3 Course - with 8 Websites Design,https://www.udemy.com/build-responsive-websites-with-html5-and-css3-from-scratch/,30,42,7.5 hours,78,All Levels,Web Development
Introduction to Modern Programming with PHP,https://www.udemy.com/introduction-to-modern-programming-with-php/,20,183,16 hours,123,Beginner Level,Web Development
HTML Introduction Course: Learn HTML in 2 hours!!!,https://www.udemy.com/html-introduction-course-learn-html-in-2-hours/,0,368,2 hours,28,All Levels,Web Development
Learn HTML & CSS: How To Start Your Web Development Career,https://www.udemy.com/how-i-landed-a-web-development-job-earned-5k-freelancing/,0,689,4.5 hours,60,Beginner Level,Web Development
React vs Angular vs Vue.js by Example,https://www.udemy.com/react-vs-angular-vs-vuejs-by-example/,0,132,3.5 hours,30,Beginner Level,Web Development
Create WordPress Plugins,https://www.udemy.com/create-wordpress-plugins/,50,19,2.5 hours,21,All Levels,Web Development
Build and Deploy a LAMP server on AWS,https://www.udemy.com/build-and-deploy-a-lamp-server-on-aws/,0,18,1 hour,8,Beginner Level,Web Development
Build your own Beautiful Blog in WordPress + SEO,https://www.udemy.com/learn-to-create-an-amazing-wordpress-blog-start-to-finish/,200,6,3 hours,28,All Levels,Web Development
AngularJS Authentication: Secure Your App with Auth0,https://www.udemy.com/angularjs-authentication-with-auth0/,0,1080,1 hour,13,All Levels,Web Development
Learn Bootstrap 4 by Example,https://www.udemy.com/learn-bootstrap-4-by-example/,0,54,1 hour,9,All Levels,Web Development
Complete WooCommerce Plugin Tutorial For Wordpress 2017,https://www.udemy.com/complete-woocommerce-plugin-tutorial-for-wordpress-2017/,0,183,1.5 hours,16,Beginner Level,Web Development
How To Build And Make A Wordpress Website From Scratch 2017,https://www.udemy.com/how-to-build-and-make-a-wordpress-website-from-scratch-2017/,0,166,2 hours,24,All Levels,Web Development
Docker for Developers - Newest Version 1.12 with Swarm Mode,https://www.udemy.com/docker-for-developers/,95,104,5.5 hours,81,Beginner Level,Web Development
Angular Material - Quickstart,https://www.udemy.com/styling-angular-applications-with-angular-material/,0,135,42 mins,14,Beginner Level,Web Development
HTML and CSS for Beginners - Build a Website & Launch ONLINE,https://www.udemy.com/html-and-css-for-beginners-crash-course-learn-fast-easy/,0,5660,6 hours,50,All Levels,Web Development
"Core: A Web App Reference Guide for Django, Python, and More",https://www.udemy.com/coding-for-entrepreneurs-core/,195,98,26 hours,154,All Levels,Web Development
"JSON with Java APIs, jQuery and JSON REST Web Services",https://www.udemy.com/learn-json-with-java-apis-jquery-and-rest/,95,87,6 hours,41,Beginner Level,Web Development
Bootstrap 4 Quick Start: Code Modern Responsive Websites,https://www.udemy.com/bootstrap-4/,0,2104,3 hours,13,All Levels,Web Development
Learn Symfony 3 framework by practical examples,https://www.udemy.com/learn-symfony-3-framework-by-practical-examples/,125,177,4 hours,48,All Levels,Web Development
"Complete Web Development with HTML, CSS and Javascript",https://www.udemy.com/complete-web-development-with-html-css-and-javascript/,0,16,2 hours,10,Intermediate Level,Web Development
Web Hosting Introduction: How to Publish Your Website Online,https://www.udemy.com/web-hosting-introduction/,0,137,1 hour,11,Beginner Level,Web Development
Django For Beginners,https://www.udemy.com/django-for-beginners/,175,16,4 hours,51,Beginner Level,Web Development
Introduction to QGIS Python Programming,https://www.udemy.com/introduction-to-qgis-python-programming/,85,26,3.5 hours,28,Beginner Level,Web Development
Learning Object-Oriented JavaScript,https://www.udemy.com/learning-object-oriented-javascript/,75,54,3 hours,23,Intermediate Level,Web Development
Bootstrap Tutorial for Beginners,https://www.udemy.com/bootstrap-tutorial-for-beginners/,20,27,2 hours,20,Beginner Level,Web Development
Learn Bootstrap3 With Multi Purposes Single Page Layout,https://www.udemy.com/single-page-layout-with-bootstrap/,0,146,21 hours,122,All Levels,Web Development
HTML for Beginners,https://www.udemy.com/hmtl5-training/,0,336,2.5 hours,35,Beginner Level,Web Development
How to Build WordPress Themes: A Web Designer's Guide,https://www.udemy.com/how-to-build-wordpress-themes/,165,30,5.5 hours,47,Intermediate Level,Web Development
XML DTD :basics for beginners,https://www.udemy.com/xml-dtd-basics-for-beginners/,35,3,33 mins,7,All Levels,Web Development
Learn to make an HTML 5 website with a video background,https://www.udemy.com/learn-to-make-an-html-5-website-with-a-video-background/,80,18,30 mins,14,All Levels,Web Development
Learn Authentication With ASP.NET Identity Security 2017,https://www.udemy.com/learn-authentication-with-aspnet-identity-security-2016/,50,45,2 hours,13,All Levels,Web Development
HTML and CSS Foundations,https://www.udemy.com/html-and-css-foundations/,0,15,1 hour,29,Beginner Level,Web Development
Python Web Programming,https://www.udemy.com/python-web-programming/,100,46,6 hours,60,Beginner Level,Web Development
Build a Complete Registration and Login System using PHP MVC,https://www.udemy.com/php-mvc-login/,80,50,5 hours,106,All Levels,Web Development
ES6 / EcmaScript 6 for beginners an introduction,https://www.udemy.com/es6-ecmascript-6-for-beginners/,0,19,2 hours,21,Intermediate Level,Web Development
React for visual learners,https://www.udemy.com/react-for-visual-learners/,20,64,3.5 hours,26,All Levels,Web Development
Learn to Create Advance Responsive Websites With Bootstrap,https://www.udemy.com/responsive-website-with-bootstrap/,20,15,2 hours,30,All Levels,Web Development
Master the Art of Web Design with HTML & CSS,https://www.udemy.com/html-css-beginners/,145,15,3 hours,59,All Levels,Web Development
Sell Courses On Your Own Website - No Coding Required!,https://www.udemy.com/sell-courses-on-your-own-website-no-coding-required/,100,9,1 hour,21,All Levels,Web Development
Implementing a Data Warehouse with SQL Server 2012 ,https://www.udemy.com/implementing-a-data-warehouse-with-sql-server-2012/,85,148,5 hours,90,All Levels,Web Development
Learning 200 jQuery Functions with 800 Examples,https://www.udemy.com/jquery-foundation/,195,38,18.5 hours,118,All Levels,Web Development
Create Complete Web Applications easily with APEX 5,https://www.udemy.com/create-web-apps-with-apex-5/,30,128,7 hours,81,Intermediate Level,Web Development
"Learn Gulp, The Streaming Build System",https://www.udemy.com/gulp-101/,25,38,1.5 hours,16,All Levels,Web Development
Perfect React JS Course - Understand Relevant Details,https://www.udemy.com/perfect-react-js-course/,200,20,1 hour,25,Beginner Level,Web Development
Create a classified website in 2 hours - guaranteed,https://www.udemy.com/create-a-classified-website-in-2-hours-guaranteed/,50,84,1 hour,22,All Levels,Web Development
Learn HTML And CSS From Scratch,https://www.udemy.com/html-and-css-from-scratch/,0,240,2 hours,18,Beginner Level,Web Development
Become a Certified Web Developer - Beginner to Expert,https://www.udemy.com/jquery101/,200,12,8 hours,85,All Levels,Web Development
Complete Bootstrap 4 course - build 3 projects,https://www.udemy.com/bootstrap-4-tutorials/,0,241,5 hours,36,All Levels,Web Development
Up and Running with Phalcon,https://www.udemy.com/up-and-running-with-phalcon-php/,20,12,1.5 hours,12,All Levels,Web Development
HTML : HTML Awesomeness,https://www.udemy.com/html-awesomeness/,25,23,38 mins,27,Beginner Level,Web Development
Build CRUD Application - PHP & Mysql,https://www.udemy.com/build-crud-application-php-mysql/,0,71,1.5 hours,12,Beginner Level,Web Development
All You Need To Know About AngularJS - Training On AngularJS,https://www.udemy.com/angularjs/,50,88,5 hours,53,All Levels,Web Development
PSD To a Creative Landing Page Using Twitter Bootstrap 3,https://www.udemy.com/psd-to-responsive-html5-css3-with-bootstrap-3/,0,546,4 hours,20,Beginner Level,Web Development
Ready for Production with Spring Boot Actuator,https://www.udemy.com/ready-for-production-with-spring-boot-actuator/,55,26,2.5 hours,49,Intermediate Level,Web Development
AngularJS For Beginners,https://www.udemy.com/angularjs-for-beginners-udemy/,0,1948,3 hours,53,All Levels,Web Development
Learning Path: Akka: Building Applications and Microservices,https://www.udemy.com/learning-path-akka-building-applications-and-microservices/,200,8,4.5 hours,55,Intermediate Level,Web Development
Set up a localhost Web Server for Faster Website Development,https://www.udemy.com/localhost-web-server/,30,13,1.5 hours,31,All Levels,Web Development
Mastering Meteor: Reactive Full Stack JavaScript,https://www.udemy.com/mastering-meteor-reactive-full-stack-javascript/,95,46,3 hours,37,Expert Level,Web Development
Build A Professional Wordpress Website In An Hour,https://www.udemy.com/build-a-professional-wordpress-website-in-an-hour/,20,11,1 hour,15,All Levels,Web Development
Build a file hosting/sharing site in less than 2 hours ,https://www.udemy.com/build-a-file-hosting-site-in-less-than-2-hours/,20,29,1.5 hours,13,All Levels,Web Development
Introduction to Java Programming for Online Learners,https://www.udemy.com/learning-to-program-in-java-a-supplement-for-online-academic-learners/,200,87,22 hours,124,Beginner Level,Web Development
Create full featured Landing Page in Ruby on Rails in 3 hour,https://www.udemy.com/rails-1-landing-page/,30,15,3 hours,23,All Levels,Web Development
How to create a  video blog with WordPress,https://www.udemy.com/how-to-create-a-blog-with-wordpress-video-blog/,25,8,4.5 hours,62,All Levels,Web Development
PHP For WordPress Development,https://www.udemy.com/php-for-wordpress-development/,35,12,1 hour,16,Beginner Level,Web Development
Create a Professional Website Without Programming/Coding,https://www.udemy.com/create-professional-websites/,0,93,1.5 hours,20,All Levels,Web Development
How to Build an Autocomplete System Like Google,https://www.udemy.com/how-to-build-an-autocomplete-system-using-javascript-and-php/,30,5,1 hour,9,All Levels,Web Development
Master EmberJS : Learn Ember JS From Scratch,https://www.udemy.com/master-emberjs/,120,59,6.5 hours,103,All Levels,Web Development
How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,https://www.udemy.com/how-to-make-a-modern-wordpress-blog-2017-create-your-blog/,0,137,2 hours,19,Beginner Level,Web Development
Learn Top Ten PHP FrameWorks By Building Projects,https://www.udemy.com/learn-top-ten-php-frameworks-by-building-projects/,60,96,17.5 hours,87,All Levels,Web Development
How to Make a Video Blog Website From Scratch w/ Wordpress ,https://www.udemy.com/how-to-make-a-video-blog-website/,0,163,1 hour,22,All Levels,Web Development
Build Websites And Apps By Outsourcing,https://www.udemy.com/outsourcing-development-work/,20,11,2 hours,22,All Levels,Web Development
Learning Path: Web Applications with Spring and Angular,https://www.udemy.com/learning-path-web-applications-with-spring-and-angular/,200,2,4 hours,33,Expert Level,Web Development
Learn Ruby on Rails By Building Projects,https://www.udemy.com/learn-ruby-on-rails-building-projects/,60,79,13 hours,47,All Levels,Web Development
Canvas image Creator HTML5 JavaScript project from Scratch,https://www.udemy.com/canvas-image-maker-html5-javascript-project-from-scratch/,100,10,3.5 hours,35,Intermediate Level,Web Development
Javascript Essentials,https://www.udemy.com/javascript-essentials/,0,5590,8.5 hours,41,Beginner Level,Web Development
Devtools 2017: The Basics of Chrome Developer Tools,https://www.udemy.com/devtools-2017-the-basics-of-chrome-developer-tools/,0,108,1 hour,18,Beginner Level,Web Development
Chrome Extensions : Develop 5 chrome extensions from scratch,https://www.udemy.com/chrome-extension-dev/,0,85,2 hours,44,Beginner Level,Web Development
Learn how to quickly build websites using Wordpress,https://www.udemy.com/learn-how-to-quickly-build-websites-using-wordpress/,0,406,3.5 hours,28,All Levels,Web Development
Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM,https://www.udemy.com/advance-unix-commands/,75,40,5.5 hours,84,Expert Level,Web Development
Develop a Professional OnePage WordPress site With No Coding,https://www.udemy.com/develop-a-professional-onepage-wordpress-site-with-no-coding/,20,13,1.5 hours,13,Beginner Level,Web Development
PHP Specialist (2017 Edition),https://www.udemy.com/php-specialist-2017/,100,11,3.5 hours,53,Beginner Level,Web Development
Python Programming: Create an Digital Marketplace in Django,https://www.udemy.com/coding-for-entrepreneurs-marketplace-daily-deals/,195,145,26 hours,161,All Levels,Web Development
Create Ajax Chat App with PHP & Mysql,https://www.udemy.com/create-ajax-chat-app-with-php-mysql/,45,11,1 hour,19,Beginner Level,Web Development
Mastering Thymeleaf with Spring,https://www.udemy.com/mastering-thymeleaf-with-spring/,75,161,4.5 hours,64,All Levels,Web Development
Learn Rails Programming in Less than 2 Hours,https://www.udemy.com/learn-rails-programming-in-less-than-2-hours/,35,24,2.5 hours,19,All Levels,Web Development
Wordpress Backup & Restore,https://www.udemy.com/wordpress-backup-restore/,95,37,1.5 hours,18,All Levels,Web Development
Learn JavaScript Dynamic Interactive Projects for Beginners,https://www.udemy.com/learn-javascript-dynamic-interactive-projects-for-beginners/,100,12,3 hours,36,Beginner Level,Web Development
Build Modern Websites Super Fast,https://www.udemy.com/build-modern-websites-in-1-hour/,25,22,1.5 hours,19,All Levels,Web Development
SAP - Learn SAPUI5 Professional Development,https://www.udemy.com/learn-sapui5/,195,201,7 hours,56,All Levels,Web Development
Wordpress Security,https://www.udemy.com/easy-wordpress-security/,95,26,2.5 hours,24,All Levels,Web Development
Learn HTML5 At Your Own Pace. Ideal for Beginners,https://www.udemy.com/learning-html5/,50,60,7 hours,67,All Levels,Web Development
Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,https://www.udemy.com/build-an-amazon-clone-nodejs-stripe-elasticsearch/,20,290,8.5 hours,70,All Levels,Web Development
Build Real World Websites from Scratch using HTML5 and CSS3,https://www.udemy.com/web-development-html5-css3/,195,114,7.5 hours,59,Beginner Level,Web Development
How to become an App Developer,https://www.udemy.com/how-to-become-an-app-developer/,200,17,1 hour,10,Beginner Level,Web Development
"Modern JavaScript: Building Real-World, Real-Time Apps",https://www.udemy.com/real-world-real-time-modern-javascript/,50,154,13.5 hours,60,Intermediate Level,Web Development
JavaScript Introduction to Object Oriented JavaScript,https://www.udemy.com/javascript-introduction-to-object-oriented-javascript/,90,59,1.5 hours,23,Beginner Level,Web Development
Core HTML How to get online quickly HTML to HTML5 ,https://www.udemy.com/web-development-introduction-html-html5-course/,90,33,3.5 hours,34,Beginner Level,Web Development
Building Websites JavaScript and the DOM,https://www.udemy.com/building-websites-learn-javascript-and-the-dom/,120,64,3 hours,37,Beginner Level,Web Development
